Fecha publicación,cod_ine,CCAA,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas totales,Dosis administradas,Porcentaje de dosis administradas por 100 habitantes,Porcentaje sobre entregadas,Personas con al menos una dosis,Personas con pauta completa,Porcentaje con pauta completa,Fecha de la última vacuna registrada
2021-03-03,05,Canarias,148.560,14.300,53.700,,216.560,157.037,"7,00","72,5",,53.582,"2,39",02/03/2021
2021-03-03,06,Cantabria,62.745,5.900,14.300,,82.945,62.843,"10,79","75,8",,20.584,"3,53",02/03/2021
2021-03-03,07,Castilla y Leon,285.195,27.300,59.000,,371.495,272.552,"11,40","73,4",,93.024,"3,89",02/03/2021
2021-03-03,08,Castilla La Mancha,190.575,18.600,50.400,,259.575,169.166,"8,28","65,2",,70.132,"3,43",02/03/2021
2021-03-03,09,Cataluña,651.140,63.400,191.900,,906.440,676.590,"8,84","74,6",,189.899,"2,48",02/03/2021
2021-03-03,10,C. Valenciana,340.660,31.700,124.700,,497.060,349.392,"6,94","70,3",,105.717,"2,10",02/03/2021
2021-03-03,11,Extremadura,115.325,10.900,26.200,,152.425,116.392,"10,99","76,4",,40.517,"3,82",02/03/2021
2021-03-03,12,Galicia,222.415,19.900,66.700,,309.015,233.345,"8,65","75,5",,59.133,"2,19",02/03/2021
2021-03-03,17,La Rioja,31.655,2.700,7.800,,42.155,29.849,"9,44","70,8",,9.295,"2,94",02/03/2021
2021-03-03,13,Madrid,529.935,51.300,167.200,,748.435,539.372,"7,98","72,1",,176.399,"2,61",02/03/2021
2021-03-03,14,Murcia,134.105,13.400,37.200,,184.705,126.784,"8,40","68,6",,51.011,"3,38",02/03/2021
2021-03-03,15,Navarra,62.745,5.900,16.200,,84.845,63.690,"9,69","75,1",,22.386,"3,41",02/03/2021
2021-03-03,16,País Vasco,177.660,16.000,54.800,,248.460,136.036,"6,21","54,8",,48.576,"2,22",02/03/2021
2021-03-03,18,Ceuta,5.490,600,2.200,,8.290,6.435,"7,66","77,6",,1.290,"1,54",01/03/2021
2021-03-03,19,Melilla,4.320,600,2.200,,7.120,5.127,"6,08","72,0",,1.276,"1,51",02/03/2021
2021-03-03,00,España,4.026.555,387.600,1.169.800,,5.583.955,4.059.320,"8,57","72,7",,1.287.002,"2,72",
2021-03-04,01,Andalucía,739.530,73.300,208.600,,1.021.430,834.477,"9,84","81,7",,238.150,"2,81",03/03/2021
2021-03-04,02,Aragón,130.185,12.600,32.700,,175.485,141.997,"10,67","80,9",,47.837,"3,59",03/03/2021
2021-03-04,03,Asturias,128.435,12.700,25.200,,166.335,124.940,"12,30","75,1",,42.300,"4,17",03/03/2021
2021-03-04,04,Baleares,65.880,6.500,28.800,,101.180,73.188,"6,02","72,3",,23.287,"1,92",03/03/2021
2021-03-04,05,Canarias,148.560,14.300,53.700,,216.560,162.363,"7,23","75,0",,54.121,"2,41",03/03/2021
2021-03-04,06,Cantabria,62.745,5.900,14.300,,82.945,64.535,"11,08","77,8",,20.620,"3,54",03/03/2021
2021-03-04,07,Castilla y Leon,285.195,27.300,59.000,,371.495,281.825,"11,79","75,9",,94.983,"3,97",03/03/2021
2021-03-04,08,Castilla La Mancha,190.575,18.600,50.400,,259.575,176.604,"8,64","68,0",,71.181,"3,48",03/03/2021
2021-03-04,09,Cataluña,651.140,63.400,191.900,,906.440,676.590,"8,84","74,6",,189.899,"2,48",02/03/2021*
2021-03-04,10,C. Valenciana,340.660,31.700,124.700,,497.060,370.712,"7,36","74,6",,109.409,"2,17",03/03/2021
2021-03-04,11,Extremadura,115.325,10.900,26.200,,152.425,121.286,"11,45","79,6",,41.663,"3,93",03/03/2021
2021-03-04,12,Galicia,222.415,19.900,66.700,,309.015,244.212,"9,05","79,0",,62.083,"2,30",03/03/2021
2021-03-04,17,La Rioja,31.655,2.700,7.800,,42.155,30.675,"9,70","72,8",,9.743,"3,08",03/03/2021
2021-03-04,13,Madrid,529.935,51.300,167.200,,748.435,572.673,"8,48","76,5",,176.865,"2,62",03/03/2021
2021-03-04,14,Murcia,134.105,13.400,37.200,,184.705,130.138,"8,62","70,5",,51.118,"3,39",03/03/2021
2021-03-04,15,Navarra,62.745,5.900,16.200,,84.845,66.248,"10,08","78,1",,22.894,"3,48",03/03/2021
2021-03-04,16,País Vasco,177.660,16.000,54.800,,248.460,144.966,"6,62","58,3",,50.194,"2,29",03/03/2021
2021-03-04,18,Ceuta,5.490,600,2.200,,8.290,6.435,"7,66","77,6",,1.290,"1,54",01/03/2021
2021-03-04,19,Melilla,4.320,600,2.200,,7.120,5.228,"6,20","73,4",,1.276,"1,51",03/03/2021
2021-03-04,00,España,4.026.555,387.600,1.169.800,,5.583.955,4.229.092,"8,93","75,7",,1.308.913,"2,76",
2021-03-05,01,Andalucía,739.530,73.300,208.600,,1.021.430,878.194,"10,35","86,0",,244.049,"2,88",04/03/2021
2021-03-05,02,Aragón,130.185,12.600,32.700,,175.485,150.631,"11,31","85,8",,49.532,"3,72",04/03/2021
2021-03-05,03,Asturias,128.435,12.700,25.200,,166.335,128.729,"12,68","77,4",,43.690,"4,30",04/03/2021
2021-03-05,04,Baleares,65.880,6.500,28.800,,101.180,74.598,"6,14","73,7",,23.934,"1,97",04/03/2021
2021-03-05,05,Canarias,148.560,14.300,53.700,,216.560,167.802,"7,48","77,5",,54.601,"2,43",04/03/2021
2021-03-05,06,Cantabria,62.745,5.900,14.300,,82.945,66.555,"11,43","80,2",,20.759,"3,56",04/03/2021
2021-03-05,07,Castilla y Leon,285.195,27.300,59.000,,371.495,293.772,"12,28","79,1",,97.774,"4,09",04/03/2021
2021-03-05,08,Castilla La Mancha,190.575,18.600,50.400,,259.575,195.716,"9,58","75,4",,71.960,"3,52",04/03/2021
2021-03-05,09,Cataluña,651.140,63.400,191.900,,906.440,734.794,"9,60","81,1",,192.984,"2,52",04/03/2021
2021-03-05,10,C. Valenciana,340.660,31.700,124.700,,497.060,394.016,"7,82","79,3",,113.075,"2,25",04/03/2021
2021-03-05,11,Extremadura,115.325,10.900,26.200,,152.425,125.191,"11,82","82,1",,43.176,"4,08",04/03/2021
2021-03-05,12,Galicia,222.415,19.900,66.700,,309.015,255.614,"9,47","82,7",,68.562,"2,54",04/03/2021
2021-03-05,17,La Rioja,31.655,2.700,7.800,,42.155,33.316,"10,54","79,0",,10.329,"3,27",04/03/2021
2021-03-05,13,Madrid,529.935,51.300,167.200,,748.435,598.738,"8,86","80,0",,177.916,"2,63",04/03/2021
2021-03-05,14,Murcia,134.105,13.400,37.200,,184.705,137.200,"9,09","74,3",,51.169,"3,39",04/03/2021
2021-03-05,15,Navarra,62.745,5.900,16.200,,84.845,68.249,"10,38","80,4",,23.670,"3,60",04/03/2021
2021-03-05,16,País Vasco,177.660,16.000,54.800,,248.460,155.955,"7,12","62,8",,52.452,"2,40",04/03/2021
2021-03-05,18,Ceuta,5.490,600,2.200,,8.290,7.104,"8,46","85,7",,1.577,"1,88",01/03/2021
2021-03-05,19,Melilla,4.320,600,2.200,,7.120,5.403,"6,41","75,9",,1.276,"1,51",04/03/2021
2021-03-05,00,España,4.026.555,387.600,1.169.800,,5.583.955,4.471.577,"9,44","80,1",,1.342.485,"2,84",
2021-03-08,01,Andalucía,739.530,73.300,208.600,,1.021.430,878.209,"10,35","86,0",,244.052,"2,88",07/03/2021
2021-03-08,02,Aragón,130.185,12.600,32.700,,175.485,153.194,"11,51","87,3",,50.190,"3,77",06/03/2021
2021-03-08,03,Asturias,128.435,12.700,25.200,,166.335,133.011,"13,10","80,0",,44.596,"4,39",07/03/2021
2021-03-08,04,Baleares,65.880,6.500,28.800,,101.180,84.205,"6,93","83,2",,24.425,"2,01",07/03/2021
2021-03-08,05,Canarias,148.560,14.300,53.700,,216.560,175.271,"7,81","80,9",,54.926,"2,45",07/03/2021
2021-03-08,06,Cantabria,62.745,5.900,14.300,,82.945,68.014,"11,68","82,0",,21.002,"3,61",05/03/2021
2021-03-08,07,Castilla y Leon,285.195,27.300,59.000,,371.495,306.277,"12,81","82,4",,99.651,"4,17",07/03/2021
2021-03-08,08,Castilla La Mancha,190.575,18.600,50.400,,259.575,201.466,"9,86","77,6",,72.611,"3,55",07/03/2021
2021-03-08,09,Cataluña,651.140,63.400,191.900,,906.440,774.027,"10,11","85,4",,202.956,"2,65",07/03/2021
2021-03-08,10,C. Valenciana,340.660,31.700,124.700,,497.060,394.021,"7,82","79,3",,113.077,"2,25",04/03/2021
2021-03-08,11,Extremadura,115.325,10.900,26.200,,152.425,129.802,"12,25","85,2",,45.432,"4,29",07/03/2021
2021-03-08,12,Galicia,222.415,19.900,66.700,,309.015,270.952,"10,04","87,7",,75.259,"2,79",07/03/2021
2021-03-08,17,La Rioja,31.655,2.700,7.800,,42.155,34.780,"11,00","82,5",,10.988,"3,48",07/03/2021
2021-03-08,13,Madrid,529.935,51.300,167.200,,748.435,643.218,"9,52","85,9",,179.059,"2,65",07/03/2021
2021-03-08,14,Murcia,134.105,13.400,37.200,,184.705,147.188,"9,75","79,7",,51.349,"3,40",07/03/2021
2021-03-08,15,Navarra,62.745,5.900,16.200,,84.845,73.784,"11,23","87,0",,24.241,"3,69",07/03/2021
2021-03-08,16,País Vasco,177.660,16.000,54.800,,248.460,175.424,"8,01","70,6",,54.348,"2,48",07/03/2021
2021-03-08,18,Ceuta,5.490,600,2.200,,8.290,7.634,"9,09","92,1",,1.818,"2,16",05/03/2021
2021-03-08,19,Melilla,4.320,600,2.200,,7.120,5.964,"7,08","83,8",,1.652,"1,96",06/03/2021
2021-03-08,00,España,4.026.555,387.600,1.169.800,,5.583.955,4.656.441,"9,83","83,4",,1.371.632,"2,90",
2021-03-09,01,Andalucía,739.530,73.300,208.600,,1.021.430,951.168,"11,21","93,1",,263.111,"3,10",08/03/2021
2021-03-09,02,Aragón,130.185,12.600,32.700,,175.485,155.770,"11,70","88,8",,50.418,"3,79",08/03/2021
2021-03-09,03,Asturias,128.435,12.700,25.200,,166.335,136.277,"13,42","81,9",,44.999,"4,43",08/03/2021
2021-03-09,04,Baleares,65.880,6.500,28.800,,101.180,86.720,"7,14","85,7",,24.685,"2,03",08/03/2021
2021-03-09,05,Canarias,148.560,14.300,53.700,,216.560,180.030,"8,02","83,1",,55.962,"2,49",08/03/2021
2021-03-09,06,Cantabria,62.745,5.900,14.300,,82.945,68.512,"11,76","82,6",,21.219,"3,64",08/03/2021
2021-03-09,07,Castilla y Leon,285.195,27.300,59.000,,371.495,314.360,"13,15","84,6",,102.339,"4,28",08/03/2021
2021-03-09,08,Castilla La Mancha,190.575,18.600,50.400,,259.575,205.143,"10,04","79,0",,73.053,"3,58",08/03/2021
2021-03-09,09,Cataluña,651.140,63.400,191.900,,906.440,789.183,"10,31","87,1",,207.196,"2,71",08/03/2021
2021-03-09,10,C. Valenciana,340.660,31.700,124.700,,497.060,426.373,"8,47","85,8",,120.409,"2,39",08/03/2021
2021-03-09,11,Extremadura,115.325,10.900,26.200,,152.425,131.804,"12,44","86,5",,46.053,"4,35",08/03/2021
2021-03-09,12,Galicia,222.415,19.900,66.700,,309.015,278.771,"10,33","90,2",,76.289,"2,83",08/03/2021
2021-03-09,17,La Rioja,31.655,2.700,7.800,,42.155,36.734,"11,62","87,1",,11.320,"3,58",08/03/2021
2021-03-09,13,Madrid,529.935,51.300,167.200,,748.435,668.040,"9,89","89,3",,180.557,"2,67",08/03/2021
2021-03-09,14,Murcia,134.105,13.400,37.200,,184.705,149.364,"9,90","80,9",,51.447,"3,41",08/03/2021
2021-03-09,15,Navarra,62.745,5.900,16.200,,84.845,74.287,"11,30","87,6",,24.646,"3,75",08/03/2021
2021-03-09,16,País Vasco,177.660,16.000,54.800,,248.460,181.629,"8,30","73,1",,54.456,"2,49",08/03/2021
2021-03-09,18,Ceuta,5.490,600,2.200,,8.290,8.177,"9,73","98,6",,2.360,"2,81",08/03/2021
2021-03-09,19,Melilla,4.320,600,2.200,,7.120,6.306,"7,48","88,6",,1.717,"2,04",08/03/2021
2021-03-09,00,España,4.026.555,387.600,1.169.800,,5.583.955,4.848.648,"10,24","86,8",,1.412.236,"2,98",
2021-03-10,01,Andalucía,820.260,73.300,303.300,,1.196.860,971.691,"11,45","81,2",,275.060,"3,24",09/03/2021
2021-03-10,02,Aragón,147.735,12.600,47.600,,207.935,158.422,"11,90","76,2",,51.485,"3,87",09/03/2021
2021-03-10,03,Asturias,144.815,12.700,36.600,,194.115,140.785,"13,86","72,5",,45.877,"4,52",09/03/2021
2021-03-10,04,Baleares,76.410,6.500,41.900,,124.810,89.104,"7,33","71,4",,24.786,"2,04",09/03/2021
2021-03-10,05,Canarias,167.280,14.300,78.000,,259.580,186.871,"8,33","72,0",,57.004,"2,54",09/03/2021
2021-03-10,06,Cantabria,70.935,5.900,20.800,,97.635,70.233,"12,06","71,9",,21.681,"3,72",09/03/2021
2021-03-10,07,Castilla y Leon,324.975,27.300,85.800,,438.075,325.296,"13,60","74,3",,105.946,"4,43",09/03/2021
2021-03-10,08,Castilla La Mancha,215.145,18.600,73.300,,307.045,212.233,"10,39","69,1",,73.939,"3,62",09/03/2021
2021-03-10,09,Cataluña,735.380,63.400,278.900,,1.077.680,809.732,"10,58","75,1",,212.427,"2,77",09/03/2021
2021-03-10,10,C. Valenciana,395.650,31.700,181.300,,608.650,436.903,"8,68","71,8",,124.344,"2,47",09/03/2021
2021-03-10,11,Extremadura,129.365,10.900,38.100,,178.365,135.670,"12,81","76,1",,47.250,"4,46",09/03/2021
2021-03-10,12,Galicia,268.045,19.900,96.900,,384.845,289.261,"10,72","75,2",,77.121,"2,86",09/03/2021
2021-03-10,17,La Rioja,36.335,2.700,11.400,,50.435,38.243,"12,10","75,8",,11.595,"3,67",09/03/2021
2021-03-10,13,Madrid,598.965,51.300,243.100,,893.365,694.100,"10,27","77,7",,183.217,"2,71",09/03/2021
2021-03-10,14,Murcia,148.145,13.400,54.100,,215.645,151.449,"10,04","70,2",,51.633,"3,42",09/03/2021
2021-03-10,15,Navarra,69.765,5.900,23.600,,99.265,74.743,"11,37","75,3",,24.805,"3,77",09/03/2021
2021-03-10,16,País Vasco,208.080,16.000,79.600,,303.680,189.949,"8,68","62,5",,55.272,"2,52",09/03/2021
2021-03-10,18,Ceuta,5.490,600,3.100,,9.190,8.262,"9,84","89,9",,2.443,"2,91",09/03/2021
2021-03-10,19,Melilla,4.320,600,3.100,,8.020,6.558,"7,78","81,8",,1.953,"2,32",09/03/2021
2021-03-10,00,España,4.567.095,387.600,1.700.500,,6.655.195,4.989.505,"10,54","75,0",,1.447.838,"3,06",
2021-03-11,01,Andalucía,820.260,73.300,303.300,,1.196.860,1.000.998,"11,80","83,6",,292.741,"3,45",10/03/2021
2021-03-11,02,Aragón,147.735,12.600,47.600,,207.935,166.351,"12,50","80,0",,53.228,"4,00",10/03/2021
2021-03-11,03,Asturias,144.815,12.700,36.600,,194.115,145.833,"14,36","75,1",,48.210,"4,75",10/03/2021
2021-03-11,04,Baleares,76.410,6.500,41.900,,124.810,95.435,"7,85","76,5",,26.495,"2,18",10/03/2021
2021-03-11,05,Canarias,167.280,14.300,78.000,,259.580,194.364,"8,66","74,9",,58.482,"2,61",10/03/2021
2021-03-11,06,Cantabria,70.935,5.900,20.800,,97.635,72.537,"12,46","74,3",,22.624,"3,88",10/03/2021
2021-03-11,07,Castilla y Leon,324.975,27.300,85.800,,438.075,339.992,"14,22","77,6",,110.038,"4,60",10/03/2021
2021-03-11,08,Castilla La Mancha,215.145,18.600,73.300,,307.045,223.931,"10,96","72,9",,76.016,"3,72",10/03/2021
2021-03-11,09,Cataluña,735.380,63.400,278.900,,1.077.680,835.931,"10,92","77,6",,218.613,"2,86",10/03/2021
2021-03-11,10,C. Valenciana,395.650,31.700,181.300,,608.650,448.396,"8,90","73,7",,130.387,"2,59",10/03/2021
2021-03-11,11,Extremadura,129.365,10.900,38.100,,178.365,140.186,"13,23","78,6",,48.662,"4,59",10/03/2021
2021-03-11,12,Galicia,268.045,19.900,96.900,,384.845,299.544,"11,10","77,8",,79.330,"2,94",10/03/2021
2021-03-11,17,La Rioja,36.335,2.700,11.400,,50.435,40.431,"12,79","80,2",,12.357,"3,91",10/03/2021
2021-03-11,13,Madrid,598.965,51.300,243.100,,893.365,720.674,"10,67","80,7",,186.482,"2,76",10/03/2021
2021-03-11,14,Murcia,148.145,13.400,54.100,,215.645,156.345,"10,36","72,5",,52.332,"3,47",10/03/2021
2021-03-11,15,Navarra,69.765,5.900,23.600,,99.265,75.059,"11,42","75,6",,24.831,"3,78",10/03/2021
2021-03-11,16,País Vasco,208.080,16.000,79.600,,303.680,200.677,"9,17","66,1",,57.875,"2,64",10/03/2021
2021-03-11,18,Ceuta,5.490,600,3.100,,9.190,8.571,"10,20","93,3",,2.533,"3,02",10/03/2021
2021-03-11,19,Melilla,4.320,600,3.100,,8.020,6.851,"8,13","85,4",,2.022,"2,40",10/03/2021
2021-03-11,00,España,4.567.095,387.600,1.700.500,,6.655.195,5.172.106,"10,92","77,7",,1.503.258,"3,17",
2021-03-12,01,Andalucía,820.260,73.300,303.300,,1.196.860,1.046.334,"12,33","87,4",,322.619,"3,80",11/03/2021
2021-03-12,02,Aragón,147.735,12.600,47.600,,207.935,173.511,"13,03","83,4",,55.708,"4,18",11/03/2021
2021-03-12,03,Asturias,144.815,12.700,36.600,,194.115,150.737,"14,84","77,7",,51.231,"5,05",11/03/2021
2021-03-12,04,Baleares,76.410,6.500,41.900,,124.810,101.587,"8,36","81,4",,28.759,"2,37",11/03/2021
2021-03-12,05,Canarias,167.280,14.300,78.000,,259.580,200.954,"8,95","77,4",,60.515,"2,70",11/03/2021
2021-03-12,06,Cantabria,70.935,5.900,20.800,,97.635,74.747,"12,84","76,6",,23.571,"4,05",11/03/2021
2021-03-12,07,Castilla y Leon,324.975,27.300,85.800,,438.075,353.400,"14,78","80,7",,114.957,"4,81",11/03/2021
2021-03-12,08,Castilla La Mancha,215.145,18.600,73.300,,307.045,231.247,"11,32","75,3",,78.222,"3,83",11/03/2021
2021-03-12,09,Cataluña,735.380,63.400,278.900,,1.077.680,857.036,"11,20","79,5",,227.178,"2,97",11/03/2021
2021-03-12,10,C. Valenciana,395.650,31.700,181.300,,608.650,465.589,"9,24","76,5",,143.105,"2,84",11/03/2021
2021-03-12,11,Extremadura,129.365,10.900,38.100,,178.365,144.537,"13,64","81,0",,50.636,"4,78",11/03/2021
2021-03-12,12,Galicia,268.045,19.900,96.900,,384.845,311.089,"11,53","80,8",,81.598,"3,02",11/03/2021
2021-03-12,17,La Rioja,36.335,2.700,11.400,,50.435,42.025,"13,29","83,3",,12.638,"4,00",11/03/2021
2021-03-12,13,Madrid,598.965,51.300,243.100,,893.365,743.606,"11,01","83,2",,190.518,"2,82",11/03/2021
2021-03-12,14,Murcia,148.145,13.400,54.100,,215.645,164.066,"10,87","76,1",,54.658,"3,62",11/03/2021
2021-03-12,15,Navarra,69.765,5.900,23.600,,99.265,75.449,"11,48","76,0",,24.831,"3,78",11/03/2021
2021-03-12,16,País Vasco,208.080,16.000,79.600,,303.680,200.677,"9,17","66,1",,57.875,"2,64",10/03/2021
2021-03-12,18,Ceuta,5.490,600,3.100,,9.190,8.998,"10,71","97,9",,2.533,"3,02",11/03/2021
2021-03-12,19,Melilla,4.320,600,3.100,,8.020,7.178,"8,52","89,5",,2.092,"2,48",11/03/2021
2021-03-12,00,España,4.567.095,387.600,1.700.500,,6.655.195,5.352.767,"11,30","80,4",,1.583.244,"3,34",
2021-03-15,01,Andalucía,820.260,73.300,303.300,,1.196.860,1.098.755,"12,95","91,8",,356.888,"4,21",14/03/2021
2021-03-15,02,Aragón,147.735,12.600,47.600,,207.935,180.393,"13,55","86,8",,58.473,"4,39",13/03/2021
2021-03-15,03,Asturias,144.815,12.700,36.600,,194.115,163.493,"16,10","84,2",,56.507,"5,56",14/03/2021
2021-03-15,04,Baleares,76.410,6.500,41.900,,124.810,108.484,"8,93","86,9",,31.152,"2,56",14/03/2021
2021-03-15,05,Canarias,167.280,14.300,78.000,,259.580,215.260,"9,59","82,9",,63.662,"2,84",14/03/2021
2021-03-15,06,Cantabria,70.935,5.900,20.800,,97.635,77.788,"13,36","79,7",,25.052,"4,30",12/03/2021
2021-03-15,07,Castilla y Leon,324.975,27.300,85.800,,438.075,370.986,"15,51","84,7",,121.726,"5,09",14/03/2021
2021-03-15,08,Castilla La Mancha,215.145,18.600,73.300,,307.045,236.652,"11,58","77,1",,79.440,"3,89",14/03/2021
2021-03-15,09,Cataluña,735.380,63.400,278.900,,1.077.680,887.751,"11,60","82,4",,242.309,"3,17",14/03/2021
2021-03-15,10,C. Valenciana,395.650,31.700,181.300,,608.650,480.454,"9,54","78,9",,153.418,"3,05",14/03/2021
2021-03-15,11,Extremadura,129.365,10.900,38.100,,178.365,148.614,"14,03","83,3",,52.819,"4,99",14/03/2021
2021-03-15,12,Galicia,268.045,19.900,96.900,,384.845,338.334,"12,54","87,9",,89.140,"3,30",14/03/2021
2021-03-15,17,La Rioja,36.335,2.700,11.400,,50.435,45.403,"14,36","90,0",,13.182,"4,17",13/03/2021
2021-03-15,13,Madrid,598.965,51.300,243.100,,893.365,779.306,"11,54","87,2",,195.455,"2,89",14/03/2021
2021-03-15,14,Murcia,148.145,13.400,54.100,,215.645,177.134,"11,74","82,1",,57.603,"3,82",14/03/2021
2021-03-15,15,Navarra,69.765,5.900,23.600,,99.265,84.981,"12,93","85,6",,27.530,"4,19",14/03/2021
2021-03-15,16,País Vasco,208.080,16.000,79.600,,303.680,234.455,"10,71","77,2",,64.502,"2,95",14/03/2021
2021-03-15,18,Ceuta,5.490,600,3.100,,9.190,9.278,"11,05","101,0",,2.533,"3,02",12/03/2021
2021-03-15,19,Melilla,4.320,600,3.100,,8.020,7.374,"8,75","91,9",,2.283,"2,71",12/03/2021
2021-03-15,00,España,4.567.095,387.600,1.700.500,,6.655.195,5.644.895,"11,92","84,8",,1.693.674,"3,58",
2021-03-16,01,Andalucía,820.260,73.300,303.300,,1.196.860,1.113.414,"13,13","93,0",,363.191,"4,28",15/03/2021
2021-03-16,02,Aragón,147.735,12.600,47.600,,207.935,182.899,"13,74","88,0",,58.794,"4,42",15/03/2021
2021-03-16,03,Asturias,144.815,12.700,36.600,,194.115,166.072,"16,35","85,6",,58.343,"5,75",15/03/2021
2021-03-16,04,Baleares,76.410,6.500,41.900,,124.810,110.608,"9,1","88,6",,31.322,"2,58",15/03/2021
2021-03-16,05,Canarias,167.280,14.300,78.000,,259.580,219.594,"9,78","84,6",,65.658,"2,93",15/03/2021
2021-03-16,06,Cantabria,70.935,5.900,20.800,,97.635,79.283,"13,61","81,2",,25.897,"4,45",15/03/2021
2021-03-16,07,Castilla y Leon,324.975,27.300,85.800,,438.075,380.228,"15,9","86,8",,124.889,"5,22",15/03/2021
2021-03-16,08,Castilla La Mancha,215.145,18.600,73.300,,307.045,239.085,"11,7","77,9",,80.114,"3,92",15/03/2021
2021-03-16,09,Cataluña,735.380,63.400,278.900,,1.077.680,899.255,"11,75","83,4",,246.018,"3,21",15/03/2021
2021-03-16,10,C. Valenciana,395.650,31.700,181.300,,608.650,486.767,"9,67","80,0",,154.732,"3,07",15/03/2021
2021-03-16,11,Extremadura,129.365,10.900,38.100,,178.365,151.027,"14,26","84,7",,53.832,"5,08",15/03/2021
2021-03-16,12,Galicia,268.045,19.900,96.900,,384.845,350.571,"12,99","91,1",,95.809,"3,55",15/03/2021
2021-03-16,17,La Rioja,36.335,2.700,11.400,,50.435,46.881,"14,83","93,0",,14.058,"4,45",15/03/2021
2021-03-16,13,Madrid,598.965,51.300,243.100,,893.365,792.291,"11,73","88,7",,199.142,"2,95",15/03/2021
2021-03-16,14,Murcia,148.145,13.400,54.100,,215.645,180.650,"11,97","83,8",,57.981,"3,84",15/03/2021
2021-03-16,15,Navarra,69.765,5.900,23.600,,99.265,86.471,"13,16","87,1",,28.229,"4,3",15/03/2021
2021-03-16,16,País Vasco,208.080,16.000,79.600,,303.680,240.162,"10,97","79,1",,65.625,"3,0",15/03/2021
2021-03-16,18,Ceuta,5.490,600,3.100,,9.190,9.278,"11,05","101,0",,2.533,"3,02",12/03/2021
2021-03-16,19,Melilla,4.320,600,3.100,,8.020,7.682,"9,11","95,8",,2.370,"2,81",15/03/2021
2021-03-16,00,España,4.567.095,387.600,1.700.500,,6.655.195,5.742.218,"12,13","86,3",,1.728.537,"3,65",
2021-03-17,01,Andalucía,899.820,111.200,343.800,,1.354.820,1.135.990,"13,39","83,8",,383.206,"4,52",16/03/2021
2021-03-17,02,Aragón,165.285,21.700,54.000,,240.985,188.111,"14,13","78,1",,62.676,"4,71",16/03/2021
2021-03-17,03,Asturias,161.195,20.700,41.500,,223.395,171.655,"16,9","76,8",,63.411,"6,24",16/03/2021
2021-03-17,04,Baleares,86.940,11.100,47.500,,145.540,112.889,"9,29","77,6",,31.581,"2,6",16/03/2021
2021-03-17,05,Canarias,186.000,22.900,88.400,,297.300,223.811,"9,97","75,3",,69.334,"3,09",16/03/2021
2021-03-17,06,Cantabria,79.125,9.700,23.600,,112.425,81.573,"14,01","72,6",,28.065,"4,82",16/03/2021
2021-03-17,07,Castilla y Leon,364.755,47.700,97.300,,509.755,389.307,"16,28","76,4",,129.760,"5,43",16/03/2021
2021-03-17,08,Castilla La Mancha,239.715,31.000,83.100,,353.815,245.270,"12,0","69,3",,82.563,"4,04",16/03/2021
2021-03-17,09,Cataluña,819.620,105.400,316.100,,1.241.120,915.213,"11,95","73,7",,260.858,"3,41",16/03/2021
2021-03-17,10,C. Valenciana,450.640,57.800,205.400,,713.840,486.769,"9,67","68,2",,154.732,"3,07",16/03/2021
2021-03-17,11,Extremadura,143.405,17.800,43.200,,204.405,156.742,"14,8","76,7",,57.469,"5,43",16/03/2021
2021-03-17,12,Galicia,313.675,41.400,109.800,,464.875,360.302,"13,35","77,5",,102.070,"3,78",16/03/2021
2021-03-17,17,La Rioja,41.015,4.800,12.900,,58.715,47.744,"15,1","81,3",,14.619,"4,62",16/03/2021
2021-03-17,13,Madrid,667.995,85.200,275.500,,1.028.695,803.199,"11,89","78,1",,203.552,"3,01",16/03/2021
2021-03-17,14,Murcia,162.185,19.800,61.300,,243.285,185.005,"12,26","76,0",,58.598,"3,88",16/03/2021
2021-03-17,15,Navarra,76.785,9.700,26.800,,113.285,87.756,"13,35","77,5",,28.816,"4,38",16/03/2021
2021-03-17,16,País Vasco,238.500,30.800,90.200,,359.500,248.786,"11,36","69,2",,68.401,"3,12",16/03/2021
2021-03-17,18,Ceuta,5.490,900,3.500,,9.890,9.278,"11,05","93,8",,2.533,"3,02",12/03/2021
2021-03-17,19,Melilla,4.320,800,3.500,,8.620,7.685,"9,12","89,2",,2.371,"2,81",15/03/2021
2021-03-17,00,España,5.106.465,650.400,1.927.400,,7.684.265,5.857.085,"12,37","76,2",,1.804.615,"3,81",
2021-03-18,01,Andalucía,899.820,111.200,343.800,,1.354.820,1.163.449,"13,72","85,9",,406.759,"4,8",17/03/2021
2021-03-18,02,Aragón,165.285,21.700,54.000,,240.985,194.938,"14,64","80,9",,66.924,"5,03",17/03/2021
2021-03-18,03,Asturias,161.195,20.700,41.500,,223.395,177.134,"17,44","79,3",,68.103,"6,71",17/03/2021
2021-03-18,04,Baleares,86.940,11.100,47.500,,145.540,117.035,"9,63","80,4",,32.845,"2,7",17/03/2021
