NOMBRE,REFERENCIA,DIRECCION,PROVINCIA,CIUDAD,LATITUD,LONGITUD,COMENTARIO,HORARIO,TELEFONO
"TALLERES HERMANOS PARADA, S.L.",343,"Pol. Ind. Camporroso. C/ Toledo, s/n",Albacete,Chinchilla de Monte-aragón,"38,937237","-1,7530946",Taller de Vehículo Industrial abierto para casos de urgencia ,9H00-13H00 | 16H00-20H00,967260201
TALLERES CABRERA S.L.,344,Pol. Industrial San Rafael. C/ Chipre. Parcela 7,Albacete,Hellín,"38,5455495","-1,7054678",Taller de Vehículo Industrial abierto para casos de urgencia ,7H00-15H00,967179092
"TALLERES HERMANOS MUÑOZ  DE HELLÍN, C.B.",345,"Avda. Libertad, 135",Albacete,Hellín,"38,5197766","-1,7063288",Taller de Vehículo Industrial abierto para casos de urgencia ,9H00-14H00 | 16H00-20H00,673511154
"AUTOMOCIÓN FELIPE, S.L.",346,Pol. Ind. El Salvador. Avda. 3ª Parcela 17,Albacete,La Roda,"39,1937967","-2,1463711",Taller de Vehículo Industrial abierto para casos de urgencia ,9H00-14H00 | 16H00-20H00,967441358
JOSÉ MARÍA NIEVES BLASCO (ELECTRONIEVES),347,"C/ Mártires, 150",Albacete,La Roda,"39,210657","-2,1693495",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-14H00 | 16H00-20:00,665398081
"TALLERES RODALBA, S.L.",348,"Pol. Ind. El Salvador, Avda. 1 Parcela 58/59",Albacete,La Roda,"39,1917148","-2,1462983",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-14H00 | 16H00-20H00,617363427
"TALLERES AFE VILLARROBLEDO, S.L.",349,"Pol. Ind. C/ Corominas, Parcela 12 y 13",Albacete,Villarrobledo,"39,2803154","-2,5908956",Taller de Vehículo Industrial abierto para casos de urgencia ,9H00-13H00 | 16H00-19H00,967144462
"ALCODIESEL, S.L.",350,"Avda. Picasent, nº 8",Albacete,Villarrobledo,"39,2759639","-2,5900905",Taller de Vehículo Industrial abierto para casos de urgencia ,9H00-13H00 | 16H00-19H00,967140292
"TALLERES GARRIDO  MOTILLA, S.A.",351,"Ctra. de Jaen, Km. 1",Albacete,Albacete,"39,0165037","-1,86027",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 8H30-14H00 | 16H00-20:00 |S: -8H30-14H00,967523415
AUTOPRIMA ALBACETE,352,"Pol.  Ind. Campolano, C/ B,  53",Albacete,Albacete,"39,0221898","-1,8892184",Taller de Vehículo Industrial abierto para casos de urgencia ,8H30-13H00 | 16H00-19H00,967520441
TALLERS ALVAREZ SA,353,Crta NIIa P.I. Pont del Princep- C/ Mestral 26,Girona,Vilamalla,"42,2330048","2,9604718",Taller de Vehículo Industrial abierto para casos de urgencia ,"L-V: 08H00-18H30, S: 08H00-13H00 (SERVICIO 24H)",972526025
TALLERS L. SANZ SA,354,"Pol. Ind. can Portella, 43-45",Girona,Argelaguer,"42,2133946","2,645553",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 08H00-19H00 ,
"CAMPS MOTOR, S.A.",355,"Ctra. Nacional II, Km. 710 ",Girona,Fornells de la Selva,"41,9343861","2,7944745",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 09H00-13H00 ,972476103
GARATGE JOAN MARGUI S.L.,356,"Avda.Malatosquer,7",Girona,Olot,"42,1659502","2,4703903",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 08H00-13H00 Y 15H00-20H00 (SERVICIO 24H),606340109
GARATGE ROMA CAMPDEVANOL S.L.,357,"Polígon Molinou, Ctra. N-152",Girona,Campdevànol,"42,2271144","2,1682183",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 07H30-13H00 Y 15H30-19H00,972730023
GARATGE SELVA DIESEL SL,358,"C/Romaní, s/n",Girona,Riudellots de la Selva,"41,9020484","2,7880805",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 08H00-13H00 Y 14H00-19H00,972476226
GARATGE PLANA SA,359,"Ponent, 22",Girona,Fornells de la Selva,"41,9392059","2,7990828",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 09H00-13H00 (SERVICIO 24H),690134809
GARATGE PLANA SA,360,"Ctra. Nacional II, Km. 711",Girona,Vilamalla,"41,9392059","2,7990828",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 09H00-13H00 (SERVICIO 24H),690134809
PNEUMÀTIS PERELLO SL,361,"c/ Raset, 161",Girona,Vilablareix,"41,9556829","2,8003631",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 08H00-13H00 Y 15H00-20H00 (SERVICIO 24H),606451624
"GIRONA VEHICLES INDUSTRIALS, SA",362,C/ Bescanó 5-7,Girona,Salt,"41,9700634","2,7735116",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 09H00-13H00 Y 15H00-19H00 (SERVICIO 24H),972230411
ENVIROCAT SERVEIS S.L.,363,C/ de l'Onyar 64,Girona,Riudellots de la Selva,"41,9069809","2,8108932",Taller de Vehículo Industrial abierto para casos de urgencia ,,972478031
AUTO-TALLER BRUGUEROL.SC,364,"Carrer Bruguerol, 71",Girona,Palafrugell,"41,9144683","3,1722818",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V: 08H00-13H00 Y 15H00-18H00,972302451
FLORENCIANO SL,365,C/DEIMOS 10-12 POLIGONO INDUSTRIAL LOS VIENTOS 30565 LAS TORRES DE COTILLAS (MURCIA) ,Murcia,Las Torres de Cotillas,"37,97903","-1,2215789",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V. 9:00-14:00 Y 16:00-19:30,968627487 616471445 SERVICIO 24H
BEAZA MOTOR,366,CALLE BUDAPEST P.63 POLÍGONO INDUSTRIAL CABEZO BEAZA 30353,Murcia,Cartagena,"37,621967","-0,9589809",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V 9:00-14:00 y 16:00-19:00,968943267 666670378
"TALLERES OROZCO AUTOMOCION, S.L.U.",367,"AVDA. DE LORCA, 95",Murcia,Murcia,"37,9521561","-1,247565",Taller de Vehículo Industrial abierto para casos de urgencia ,08:30 -14:00 Y 16:00 -19:30 ,968896403660930536  EMERGENCIAS 24H
FRIGICOLL MURCIA SA,368,"CTRA. DE MURCIA – ALICANTE, KM 6 ESQ VEREDA DE LA CUEVA, CP 30160 ",Murcia,Murcia,"38,0178314","-1,0998494",Taller de Vehículo Industrial abierto para casos de urgencia ,8:30- 18:00,968668686
FRIGICOLL MURCIA SA,369,"CTRA. NACIONAL 301, KM 360, CP 30550 ",Murcia,Abarán,"39,1981989","-2,1453239",Taller de Vehículo Industrial abierto para casos de urgencia ,8:30- 18:00,966736790
ELECTROMECÁNICA HNOS CONESA GARCIA SL,370,"PARAJE LOS PEREZ S/N, BALSAPINTADA",Murcia,Fuente Álamo de Murcia,"37,7642723","-1,0880972",Taller de Vehículo Industrial abierto para casos de urgencia ,8:30-14:00 Y 16:00-20:00/ SAB 8:30-14:00,968151589
"GONSOLI LORCA, S.A.",371,CTRA.  NACIONAL 340KM.588,Murcia,Lorca,"37,6366667","-1,7344109",Taller de Vehículo Industrial abierto para casos de urgencia ,08:00-15:00,968462911 900300788 SERVICIO 24H
"TALLERES JJ MARTINEZ TOMAS, S.L.",372,"CARRETERA NACIONAL 301, KM 429 - ALBUJON",Murcia,Cartagena,"37,7129215","-1,0477104",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V. 8:30-14:00 Y 16:00-20:00,968550258
"FRANCISCO MARCOS, S.A",373,"CTRA. MADRID, KM 384  CP 30100",Murcia,Murcia,"38,0291536","-1,1743604",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V 8:00 A 13:00,965508955
TALLERES MACANAS S.L.,374,VEREDA DE LAS PALMERAS Nº24,Murcia,Murcia,"37,990851","-1,0458027",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V 9  A  13.30   16  A 20.00,968821133/692029689
NIRVAUTO MURCIA,375,"Pol. Industrial El Saladar c/ Nicolás Copérnico, 3.  A-7  salida 609       ",Murcia,Totana,"37,7756946","-1,4497912",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V  8:30 a 13:30 y de 15:30 a 19:00,968051050
"TALLERES REUNIDOS 2V, S.L.",376,"P. I. OESTE DE MURCIA, AV. DEL DESCUBRIMIENTO, PARC. 16/5",Murcia,Alcantarilla,"37,9573224","-1,2032711",Taller de Vehículo Industrial abierto para casos de urgencia ,09 H A 14 H. Y DE 16 H. A 19´30 H.,968808700
ALBAMUR GOMARIZ SL,377,CTRA REGENA KM 1 SALIDA 387,Albacete,Albacete,"39,0174656","-1,8593215",Taller de Vehículo Industrial abierto para casos de urgencia ,08:30 A 13:30 Y DE 15:30 A 20:30,967242670
"TALLERES GOMARIZ, S.A.",378,"P.I SAN JORGE, AVENIDA FRANCISCO GOMARIZ SERNA 1.",Murcia,Las Torres de Cotillas,"38,0312292","-1,2536674",Taller de Vehículo Industrial abierto para casos de urgencia ,08:30 A 13:30 Y DE 15:30 A 20:30,968626792
NIRVAUTO VALENCIA,379,"AVDA. COMARQUES PAIS VALENCIA, 74, A-3 SALIDA 345 SENTIDO MADRID",Valencia_València,Quart de Poblet,"39,7626639","-2,3457368",Taller de Vehículo Industrial abierto para casos de urgencia ,"L-V. 8:00-13:30 Y 14:30-19:00
SAB. 8:00-13:00
",961 920 616
NIRVAUTO VALLÈS,380,"POL.INDUSTRIAL CONGOST AVDA SANT JULIÀ, 242 AP-7 SALIDA 13",Barcelona,Granollers,"41,5782365","2,2706862",Taller de Vehículo Industrial abierto para casos de urgencia ,"L-V. 8:00-13:30 Y 14:30-19:00
SAB. 8:00-13:00
",938 466 665
NTC VALLÈS,381,"POL. INDUSTRIAL ELS BELLOTS C/ DE LA TERRA, 34",Barcelona,Terrassa,"41,5467888","2,0406752",Taller de Vehículo Industrial abierto para casos de urgencia ,"L-V. 8:30-13:00 Y 15:00-18:30
SAB. 8:00 a 13:00
",937 079 130
NIRVAUTO MURCIA,382,C-58 SALIDA 17 SENTIDO MANRESA-SALIDA 19 SENTIDO BARCELONA,Murcia,Totana,"39,6374155","-1,9555046",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V. 8:30-13:30 Y 15:30-19:00,968 051 050
NTC MURCIA,383,"POL. INDUSTRIAL EL SALADAR C/ NICOLÁS COPÉRNICO, 3. A-7  SALIDA 609",Murcia,Lorquí,"38,6562176","-2,0669139",Taller de Vehículo Industrial abierto para casos de urgencia ,"L-V. 8:30-13:30 Y 15:30-19:00
SAB. 9:00-13:30
",968 101 114
"TALLERES SANTA CRUZ DE CARAVACA, S.L.",384,"CTRA. DE MURCIA, KM. 60,8",Murcia,Caravaca de la Cruz,"38,0964258","-1,8529464",Taller de Vehículo Industrial abierto para casos de urgencia ,08:30-14:00 Y 16:00-19:00,968741311
ANTONIO GARCIA SANTA E HIJOS S.L,385,"CTRA.DE MADRID, POL.IND.EL TAPIADO",Murcia,Molina de Segura,"38,0679653","-1,2206459",Taller de Vehículo Industrial abierto para casos de urgencia ,08:30-13:45 Y 15:30-19:30,968611419 619157474
TALLERES BUENO PAREDES S.L.,386,"POLIG. INDUSTRIAL OESTE, C/ ALCALDE CLEMENTE GARCÍA PRC. 20/3",Murcia,Murcia,"37,9547749","-1,1928253",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V. 8:30-14:00 Y 16:00-19:00,968822252 670366992
"AUTOMOCION SEREA, S.L",387,CTRA. MADRID CARTAGENA. KM 437,Murcia,Cartagena,"39,1035972","-3,5425193",Taller de Vehículo Industrial abierto para casos de urgencia ,09:00-14.00 Y 16:00-20:00,968312764
TALLER TONI Y JOSE C.B,388,"P.I EL SALADAR, C/ RIO DUERO, 19",Murcia,Lorquí,"38,1001853","-1,240648",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V. 8:30-14:00 Y 16:00-20:00,968676099  677423225
FLORENCIANO SL,389,"CTRA. TORRES DE COTILLAS, 26 30820 ALCANTARILLA (MURCIA)",Murcia,Alcantarilla,"37,97903","-1,2215789",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V. 9:00-14:00 Y 16:00-19:30,968805680 SERVICIO 24H 
FLORENCIANO SL,390,C/VENEZUELA PARC.10 30169 POLIGONO INDUSTRIAL OESTE –ALCANTARILLA ,Murcia,Alcantarilla,"37,9655457","-1,2248533",Taller de Vehículo Industrial abierto para casos de urgencia ,L-V. 9:00-14:00 Y 16:00-19:30,96889081 699943810 SERVICIO 24H
Euromaster Vulcanizados Marmol,391,Pol. La Estacion S/N,Jaén,Andújar,"38,0295613","-4,0701724",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V:  09:00-14:00,16:00-20:00 S: 09:00-14:00",953502911
Euromaster Vulcanizados Ibarz,392,Ctra. Tarrega s/n,Lleida,Agramunt,"41,7831672","1,0921647",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 08:00-13:00,15:00-20:00 S: 8:00-13:00",973390734
Euromaster Diaz Subias Lleida ,393,"Pol. Ind. El Segre, parcela 9",Lleida,Lleida,"41,622096","0,6551893",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 08:30-13:30,15:30-20:00 S: 08:30-13:30",973202922
Euromaster Diaz Subias Balaguer ,394,"Pol. Ind. Camp Llong, 4-8-6",Lleida,Balaguer,"41,7758578","0,8180743",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 08:00-13:30,15:30-20:00 S: 08:00-13:30",973445483
Euromaster Traserco,395,"Pol.Ind.La Granadina, C/Francia, N.12 ",Alicante_Alacant,San Isidro,"38,1711592","-0,8605009",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 09:00-14:00,16:00-20:00 ,S 09:00-14:00",965487713
Euromaster Tecnesa,396,"C/ Rio Pisuerga, par. 20. Pol. Ind. Las Hervencias",Ávila,Avila,"40,6687443","-4,6874435",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 09:00-13:30,16:00-19:30,S 09:00-13:30",920220890
Euromaster Talleres Rubio y Gómez,397,"Ctra. Xirivella-Aldaya, 42",Valencia_València,Aldaia,"39,4629085","-0,4481239",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 08:00-14:00,15:30-20:00 S: 8:00-13:00",961502255
Euromaster Picaza,398,"Bº La Isla de Ugarriza, 2",Bizkaia,Arakaldo,"43,1537134","-2,9424445",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 09:00-13:00,15:00-19:00 S: 9:00-13:00",946727481
Euromaster Neumáticos Nogués,399,"Av. Logroño, 35",La Rioja,Santo Domingo de la Calzada,"42,4395311","-2,9379828",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 09:00-13:30,15:30-19:30 S: 9:00-13:00",941342567
Euromaster Neumáticos Nogués Burgos,400,"Pol. Ind. Gamonal Villimar, C/ La Lora, 4",Burgos,Burgos,"42,3397832","-3,7618086",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 09:00-13:30,15:30-19:30 S: 9:00-13:00",947475181
Euromaster Neumáticos Nogués Haro,401,"Pol. Ind. Fuenteciega, C/ Las Encinas, 43",La Rioja,Haro,"42,5654631","-2,8359986",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 09:00-13:30,15:30-19:30 S: 9:00-13:00",941303977
Euromaster Taller Merodio,402,"Cerro de San Pedro, 4",Madrid,Colmenar Viejo,"40,6626864","-3,7593013",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,L-V: 09:00-14:00 S 09:00-13:00,918462834
Euromaster Neumáticos Hnos. González,403,Ctra. Almeria 37,Granada,Motril,"36,7396137","-3,5131977",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 09:00-14:00,16:00-19:30 S: 09:00-14:00",958602947
Euromaster Neumáticos La Unión ,404,"C/ Fresno, 88, Sector D. Pol.I. Nicomedes Garcia",Segovia,Valverde del Majano,"40,9591006","-4,2064286",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,L-V: 08:30-19:30 S 09:00-13:00,921490786
Euromaster Serafín Fallado ,405,C/ Atenas 13. Pol. Ind. La Paz,Teruel,Teruel,"40,3616306","-1,1434673",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,L-V: 09:00-14:00 S 09:00-14:00,978602007
Euromaster Roque Guillén,406,Av. Mediterraneo s/n,Castellón_Castelló,Segorbe,"39,8446644","-0,4802114",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,L-V: 08:30-14:00 S: 8:30-14:00,964710368
Euromaster Rodex 88 Benavente,407,Ctra. Madrid - Coruña Km. 262,Zamora,Benavente,"41,9950836","-5,6522765",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 09:00-13:30,16:00-19:30 S: 09:00-13:30",980631944
Euromaster Rodex 88 La Bañeza,408,Ctra. Madrid - Coruña Km. 303,León,La Bañeza,"42,2989665","-5,892081",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 09:00-13:30,15:30-19:30 S: 9:00-13:00",987640566
Euromaster Neumáticos Barco ,409,Ctra. Vegamolinos S/N,Ourense,O Barco de Valdeorras,"42,4213533","-7,0079856",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 09:00-13:00,15:30-19:30 S 09:00-13:00",988320716
Euromaster Recauchutados Miguel ,410,"Pol. Ind. Las Casas II, C/I, Parcela 299",Soria,Soria,"41,7727217","-2,4884962",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,L-V: 09:00-13:00 S: 09:00-13:00,975227070
Euromaster Recauchutados Miguel ,411,"Pol. Ind. La Dehesa, Parcela 15, C/ Haya, 6",Soria,Almazán,"41,4704842","-2,5350907",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,L-V: 09:00-13:00 S: 09:00-13:00,975301634
Euromaster Pneumátics Pou,412,"Pº Pont del Princep - Tramuntana, 33-34",Girona,Vilamalla,"42,2300925","2,9606979",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,L-V: 08:30-19:30 S: 09:00-13:00,972525054
Euromaster Pneumatics Perelló ,413,C/ Raset 161,Girona,Vilablareix,"41,9556717","2,8025711",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 08:00-13:00,15:00-20:00 S:09:00-13:00",972396108
Euromaster Pneumátics Farners ,414,Ctra. De Sils s/n (Pol. Can Simón),Girona,Santa Coloma de Farners,"41,8546281","2,6819251",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 08:00-13:00,15:00-20:00 S: 09:00-13:00",972840469
Euromaster Neuretec ,415,"Cami dels Reis, 160 - 162 Pol. Ind. Can Valero",Illes Balears,Palma ,"39,5936624","2,6356327",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 08:00-13:30,15:00-18:30 S: 08:00-13:00",971254292
Euromaster Neumáticos Tino ,416,"Pol. Agualevada, P. 14",A Coruña,Noia,"42,7891357","-8,8881896",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 09:00-13:30,15:30-20:00 S: 9:00-13:30",981825410
Euromaster Neumáticos Tino Ribeira,417,Pol. Xarás s/n,A Coruña,Ribeira,"42,55289","-8,99601",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 09:00-13:30,15:30-20:00 S: 9:00-13:30",981835661
Euromaster Neumáticos Tino Santiago,418,"Vía Faraday, 15, Pol. Tambre",A Coruña,Santiago de Compostela,"42,9123799","-8,5102817",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 09:00-13:30,15:30-20:00 S: 9:00-13:30",981576898
Euromaster Pneumatics Sánchez ,419,"C/ Garbi, 148",Barcelona,Pineda de Mar,"41,6238026","2,6736572",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 08:00-13:00,15:00-19:30 S: 08:00-13:00",937626315
Euromaster Pneumátics Sant Celoni,420,"Carretera C-35 km 56,600",Barcelona,Sant Celoni,"41,72515","2,46542",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 08:00-13:00,15:00-19:30 S: 08:00-13:00",938671401
Euromaster Pneumátics Blanes,421,Ctra. de L' Estacio,Girona,Blanes,"41,6759077","2,7771024",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 08:00-13:00,15:30-19:30 S: 08:00-13:00",972355051
Euromaster Neumáticos Sáenz ,422,Cra. Nal. 232. Estacion de Servicio La Grajera,La Rioja,Logroño,"42,4550264","-2,5044965",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 08:30-13:30,16:00-19:30 S: 9:00-13:00",941204801
Euromaster Neumáticos Sáenz,423,"Pol. La Pedregosa, C/ Las Viñas, parcela 46",La Rioja,Nájera,"42,426456","-2,7244923",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 09:00-13:30,15:30-19:30 S: 9:00-13:00",941362632
Euromaster Neumáticos A.G.F,424,"C/ Juan de la Cierva, 11, Pol. Ind La Pedrera",Alicante_Alacant,Benissa,"38,726676","0,0762466",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 08:30-13:30,15:30-19:30 S: 8:30-13:00",965730236
Euromaster Pneumátics Polinya ,425,"Ctra. Mollet - Sabadell, Km. 4,3",Barcelona,Santa Perpètua de Mogoda,"41,5341878","2,1605703",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 08:30-13:30,15:30-19:30 S: 8:30-13:30",935740688
Euromaster Neumáticos Pacheco,426,"Noain, 1 Ciudad del Tte. de Pamplona",Navarra,Noáin (valle de Elorz)/noain (elortzibar),"42,7279901","-1,6160982",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,L-V: 08:00-19:30 S: 8:00-12:00,948314599
Euromaster Neumáticos Pacheco,427,"Av. de Berriozar, 2-4",Navarra,Berriozar,"42,8365253","-1,672002",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 08:00-13:00,15:00-19:00 S: 8:00-12:00",948300087
Euromaster Suministros Orihuela ,428,"Ctra. De la Circunvalación (N-431) Km 34,5",Huelva,La Palma del Condado,"37,3906549","-6,5653088",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 09:00-14:00,16:00-20:30 S: 09:00-14:00",959402017
Euromaster Suministros Orihuela ,429,"C/ Real de Arriba, 109",Huelva,Valverde del Camino,"37,5772968","-6,7517854",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 09:00-14:00,16:00-20:30 S: 09:00-14:00",959551328
Euromaster Neumáticos Martín Blazquez,430,C/ Portugal 12,Madrid,Mejorada del Campo,"40,3893796","-3,4898775",Taller de Vehículo Industrial abierto para casos de urgencia Asistencia 24 horas al 900119035,"L-V: 09:00-14:00,16:00-20:00 ,S 09:00-13:00",916793246
